"store_number","name","latitude","longitude","full_address","address","city","state","zipcode","county","phone","hours","url","provider","updated_date","country","status","directions","stock_ticker"
"5165","Alamo Supercenter","26.191058","-98.131301","1421 Frontage Rd, Alamo, TX, 78516","1421 Frontage Rd","Alamo","TX","78516","Hidalgo","956-782-0034","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5165","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1421+Frontage+Rd,+Alamo,+TX,+78516,+USA/","WMT:NYSE"
"4508","Penitas Supercenter","26.24663","-98.442873","1705 Expressway 83, Penitas, TX, 78576","1705 Expressway 83","Penitas","TX","78576","Hidalgo","956-580-6840","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4508","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1705+Expressway+83,+Penitas,+TX,+78576,+USA/","WMT:NYSE"
"452","Mcallen Supercenter","26.243829","-98.245074","2800 W Nolana Ave, Mcallen, TX, 78504","2800 W Nolana Ave","Mcallen","TX","78504","Hidalgo","956-687-8285","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/452","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2800+W+Nolana+Ave,+Mcallen,+TX,+78504,+USA/","WMT:NYSE"
"3320","Palmhurst Supercenter","26.260654","-98.315814","215 E Mile 3 Rd, Mission, TX, 78573","215 E Mile 3 Rd","Mission","TX","78573","Hidalgo","956-519-8453","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3320","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/215+E+Mile+3+Rd,+Mission,+TX,+78573,+USA/","WMT:NYSE"
"6786","Mcallen Neighborhood Market","26.256318","-98.235897","5700 N 23rd Street, Mcallen, TX, 78504","5700 N 23rd Street","Mcallen","TX","78504","Hidalgo","956-800-6852","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6786","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/5700+N+23rd+Street,+Mcallen,+TX,+78504,+USA/","WMT:NYSE"
"395","Mission Supercenter","26.193521","-98.2869487","2410 E Expressway 83, Mission, TX, 78572","2410 E Expressway 83","Mission","TX","78572","Hidalgo","956-580-3393","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/395","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2410+E+Expressway+83,+Mission,+TX,+78572,+USA/","WMT:NYSE"
"397","Mcallen Supercenter","26.188376","-98.209872","1200 E Jackson Ave, Mcallen, TX, 78503","1200 E Jackson Ave","Mcallen","TX","78503","Hidalgo","956-686-4311","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/397","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1200+E+Jackson+Ave,+Mcallen,+TX,+78503,+USA/","WMT:NYSE"
"3886","Edinburg Supercenter","26.267713","-98.204566","4101 S Mccoll Rd, Edinburg, TX, 78539","4101 S Mccoll Rd","Edinburg","TX","78539","Hidalgo","956-618-2018","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 06:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3886","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4101+S+Mccoll+Rd,+Edinburg,+TX,+78539,+USA/","WMT:NYSE"
"6159","Weslaco Neighborhood Market","26.142036","-97.99158","1600 S Texas Blvd, Weslaco, TX, 78596","1600 S Texas Blvd","Weslaco","TX","78596","Hidalgo","956-854-2566","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6159","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1600+S+Texas+Blvd,+Weslaco,+TX,+78596,+USA/","WMT:NYSE"
"6098","Mcallen Neighborhood Market","26.236042","-98.205346","800 East Nolana Ave, Mcallen, TX, 78501","800 East Nolana Ave","Mcallen","TX","78501","Hidalgo","956-800-6080","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6098","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/800+East+Nolana+Ave,+Mcallen,+TX,+78501,+USA/","WMT:NYSE"
"2763","Donna Supercenter","26.1832411","-98.0384441","900 N Salinas Boulevard, Donna, TX, 78537","900 N Salinas Boulevard","Donna","TX","78537","Hidalgo","956-461-2906","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2763","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/900+N+Salinas+Boulevard,+Donna,+TX,+78537,+USA/","WMT:NYSE"
"3515","Hillsboro Supercenter","39.227839","-83.621758","540 Harry Sauner Rd, Hillsboro, OH, 45133","540 Harry Sauner Rd","Hillsboro","OH","45133","Highland","937-840-0208","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3515","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/540+Harry+Sauner+Rd,+Hillsboro,+OH,+45133,+USA/","WMT:NYSE"
"3887","Avon Park Supercenter","27.608819","-81.517586","1041 Us Highway 27 N, Avon Park, FL, 33825","1041 Us Highway 27 N","Avon Park","FL","33825","Highlands","863-453-4177","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3887","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1041+Us+Highway+27+N,+Avon+Park,+FL,+33825,+USA/","WMT:NYSE"
"666","Sebring Supercenter","27.513088","-81.497158","3525 Us Highway 27 N, Sebring, FL, 33870","3525 Us Highway 27 N","Sebring","FL","33870","Highlands","863-471-1200","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/666","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3525+Us+Highway+27+N,+Sebring,+FL,+33870,+USA/","WMT:NYSE"
"4247","Havre Supercenter","48.554783","-109.737138","3510 Us Highway 2 W, Havre, MT, 59501","3510 Us Highway 2 W","Havre","MT","59501","Hill","406-262-9162","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4247","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3510+Us+Highway+2+W,+Havre,+MT,+59501,+USA/","WMT:NYSE"
"211","Hillsboro Supercenter","32.004274","-97.099919","401 Coke Ave, Hillsboro, TX, 76645","401 Coke Ave","Hillsboro","TX","76645","Hill","254-582-2523","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/211","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/401+Coke+Ave,+Hillsboro,+TX,+76645,+USA/","WMT:NYSE"
"5654","Tampa Neighborhood Market","27.997309","-82.503047","3671 W Hillsborough Ave, Tampa, FL, 33614","3671 W Hillsborough Ave","Tampa","FL","33614","Hillsborough","813-498-4095","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5654","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3671+W+Hillsborough+Ave,+Tampa,+FL,+33614,+USA/","WMT:NYSE"
"5964","Tampa Supercenter","27.996875","-82.439696","1720 E Hillsborough Ave, Tampa, FL, 33610","1720 E Hillsborough Ave","Tampa","FL","33610","Hillsborough","813-675-1531","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5964","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1720+E+Hillsborough+Ave,+Tampa,+FL,+33610,+USA/","WMT:NYSE"
"2627","Tampa Supercenter","28.068243","-82.428195","2701 E Fletcher Ave, Tampa, FL, 33612","2701 E Fletcher Ave","Tampa","FL","33612","Hillsborough","813-558-0994","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2627","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2701+E+Fletcher+Ave,+Tampa,+FL,+33612,+USA/","WMT:NYSE"
"5036","Tampa Supercenter","28.0617993","-82.5521633","6192 Gunn Hwy, Tampa, FL, 33625","6192 Gunn Hwy","Tampa","FL","33625","Hillsborough","813-968-6477","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5036","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/6192+Gunn+Hwy,+Tampa,+FL,+33625,+USA/","WMT:NYSE"
"5255","Tampa Neighborhood Market","28.006403","-82.59856","6216 Elliot Dr, Tampa, FL, 33615","6216 Elliot Dr","Tampa","FL","33615","Hillsborough","813-249-3145","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5255","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/6216+Elliot+Dr,+Tampa,+FL,+33615,+USA/","WMT:NYSE"
"5826","Brandon Neighborhood Market","27.925454","-82.270175","901 Lithia Pinecrest Rd, Brandon, FL, 33511","901 Lithia Pinecrest Rd","Brandon","FL","33511","Hillsborough","813-261-0267","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5826","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/901+Lithia+Pinecrest+Rd,+Brandon,+FL,+33511,+USA/","WMT:NYSE"
"5622","Riverview Neighborhood Market","27.891813","-82.319775","10863 Bloomingdale Ave, Riverview, FL, 33578","10863 Bloomingdale Ave","Riverview","FL","33578","Hillsborough","813-261-3596","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5622","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/10863+Bloomingdale+Ave,+Riverview,+FL,+33578,+USA/","WMT:NYSE"
"1203","Wimauma Supercenter","27.715137","-82.332629","4928 State Road 674, Wimauma, FL, 33598","4928 State Road 674","Wimauma","FL","33598","Hillsborough","813-633-1467","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1203","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4928+State+Road+674,+Wimauma,+FL,+33598,+USA/","WMT:NYSE"
"5300","Gibsonton Supercenter","27.847235","-82.354334","9205 Gibsonton Dr, Gibsonton, FL, 33534","9205 Gibsonton Dr","Gibsonton","FL","33534","Hillsborough","813-672-0739","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5300","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/9205+Gibsonton+Dr,+Gibsonton,+FL,+33534,+USA/","WMT:NYSE"
"2387","Brandon Supercenter","27.925393","-82.325385","11110 Causeway Blvd, Brandon, FL, 33511","11110 Causeway Blvd","Brandon","FL","33511","Hillsborough","813-661-4426","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2387","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/11110+Causeway+Blvd,+Brandon,+FL,+33511,+USA/","WMT:NYSE"
"5220","Tampa Supercenter","28.022623","-82.506783","8220 N Dale Mabry Hwy, Tampa, FL, 33614","8220 N Dale Mabry Hwy","Tampa","FL","33614","Hillsborough","813-887-5175","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5220","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/8220+N+Dale+Mabry+Hwy,+Tampa,+FL,+33614,+USA/","WMT:NYSE"
"941","Valrico Supercenter","27.896262","-82.248155","2140 Bloomingdale Avenue, Valrico, FL, 33596","2140 Bloomingdale Avenue","Valrico","FL","33596","Hillsborough","813-681-8136","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/941","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2140+Bloomingdale+Avenue,+Valrico,+FL,+33596,+USA/","WMT:NYSE"
"5760","Tampa Neighborhood Market","27.94564","-82.476191","1601 W Kennedy Blvd, Tampa, FL, 33606","1601 W Kennedy Blvd","Tampa","FL","33606","Hillsborough","813-254-6125","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5760","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1601+W+Kennedy+Blvd,+Tampa,+FL,+33606,+USA/","WMT:NYSE"
"3463","Brandon Supercenter","27.940627","-82.265018","1208 E Brandon Blvd, Brandon, FL, 33511","1208 E Brandon Blvd","Brandon","FL","33511","Hillsborough","813-651-9040","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3463","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1208+E+Brandon+Blvd,+Brandon,+FL,+33511,+USA/","WMT:NYSE"
"1960","Tampa Supercenter","27.957315","-82.502404","1505 N Dale Mabry Hwy, Tampa, FL, 33607","1505 N Dale Mabry Hwy","Tampa","FL","33607","Hillsborough","813-872-6992","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1960","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1505+N+Dale+Mabry+Hwy,+Tampa,+FL,+33607,+USA/","WMT:NYSE"
"5221","Tampa Neighborhood Market","28.032076","-82.457679","8885 N Florida Ave, Tampa, FL, 33604","8885 N Florida Ave","Tampa","FL","33604","Hillsborough","813-932-0562","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5221","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/8885+N+Florida+Ave,+Tampa,+FL,+33604,+USA/","WMT:NYSE"
"3197","Tampa Supercenter","28.0903026","-82.4532362","15302 N Nebraska Ave, Tampa, FL, 33613","15302 N Nebraska Ave","Tampa","FL","33613","Hillsborough","813-371-6612","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3197","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/15302+N+Nebraska+Ave,+Tampa,+FL,+33613,+USA/","WMT:NYSE"
"1482","Tampa Store","28.026915","-82.558895","7011 W Waters Ave, Tampa, FL, 33634","7011 W Waters Ave","Tampa","FL","33634","Hillsborough","813-881-0402","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1482","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/7011+W+Waters+Ave,+Tampa,+FL,+33634,+USA/","WMT:NYSE"
"1501","Tampa Store","28.085837","-82.502642","14941 N Dale Mabry Hwy, Tampa, FL, 33618","14941 N Dale Mabry Hwy","Tampa","FL","33618","Hillsborough","813-968-3544","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1501","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/14941+N+Dale+Mabry+Hwy,+Tampa,+FL,+33618,+USA/","WMT:NYSE"
"4681","Tampa Supercenter","27.8912188","-82.516223","4302 W Gandy Blvd, Tampa, FL, 33611","4302 W Gandy Blvd","Tampa","FL","33611","Hillsborough","813-371-9444","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4681","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4302+W+Gandy+Blvd,+Tampa,+FL,+33611,+USA/","WMT:NYSE"
"925","Seffner Store","27.984095","-82.301322","11720 E Dr Martin Luther King Jr Blvd, Seffner, FL, 33584","11720 E Dr Martin Luther King Jr Blvd","Seffner","FL","33584","Hillsborough","813-681-6654","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/925","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/11720+E+Dr+Martin+Luther+King+Jr+Blvd,+Seffner,+FL,+33584,+USA/","WMT:NYSE"
"2740","Tampa Supercenter","28.155373","-82.356616","19910 Bruce B Downs Blvd, Tampa, FL, 33647","19910 Bruce B Downs Blvd","Tampa","FL","33647","Hillsborough","813-994-6543","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2740","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/19910+Bruce+B+Downs+Blvd,+Tampa,+FL,+33647,+USA/","WMT:NYSE"
"6548","Tampa Neighborhood Market","28.0496322","-82.5179737","4525 Gunn Hwy, Tampa, FL, 33624","4525 Gunn Hwy","Tampa","FL","33624","Hillsborough","813-261-6086","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6548","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4525+Gunn+Hwy,+Tampa,+FL,+33624,+USA/","WMT:NYSE"
"6968","Riverview Neighborhood Market","27.7906233","-82.338427","10327 Big Bend Rd, Riverview, FL, 33578","10327 Big Bend Rd","Riverview","FL","33578","Hillsborough","813-498-4099","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6968","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/10327+Big+Bend+Rd,+Riverview,+FL,+33578,+USA/","WMT:NYSE"
"988","Lutz Supercenter","28.180178","-82.467126","1575 Land O Lakes Blvd, Lutz, FL, 33549","1575 Land O Lakes Blvd","Lutz","FL","33549","Hillsborough","813-949-4238","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/988","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1575+Land+O+Lakes+Blvd,+Lutz,+FL,+33549,+USA/","WMT:NYSE"
"547","Plant City Supercenter","27.985901","-82.118861","2602 James L Redman Pkwy, Plant City, FL, 33566","2602 James L Redman Pkwy","Plant City","FL","33566","Hillsborough","813-752-1188","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/547","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2602+James+L+Redman+Pkwy,+Plant+City,+FL,+33566,+USA/","WMT:NYSE"
"1785","Hudson Store","42.7277","-71.4225","254 Lowell Rd, Hudson, NH, 03051","254 Lowell Rd","Hudson","NH","03051","Hillsborough","603-598-4226","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1785","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/254+Lowell+Rd,+Hudson,+NH,+03051,+USA/","WMT:NYSE"
"2399","Manchester Supercenter","42.955774","-71.444492","725 Gold St, Manchester, NH, 03103","725 Gold St","Manchester","NH","03103","Hillsborough","603-621-9666","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2399","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/725+Gold+St,+Manchester,+NH,+03103,+USA/","WMT:NYSE"
"1796","Amherst Supercenter","42.809386","-71.579488","85 State Route 101a, Amherst, NH, 03031","85 State Route 101a","Amherst","NH","03031","Hillsborough","603-672-3421","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1796","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/85+State+Route+101a,+Amherst,+NH,+03031,+USA/","WMT:NYSE"
"1809","Jonesville Supercenter","41.965241","-84.668345","701 Olds St, Jonesville, MI, 49250","701 Olds St","Jonesville","MI","49250","Hillsdale","517-849-7000","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1809","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/701+Olds+St,+Jonesville,+MI,+49250,+USA/","WMT:NYSE"
